fio,admission_year,study_form,ct_score,certificate_score,total_score,specialty,address,phone
Дорофей Всеволодович Пономарев,2021,Бюджет,49,8.2,131.0,Психология,"с. Псебай, пер. Ростовский, д. 6/8, 607378",+7 292 324 8493
Кира Степановна Белова,2022,Бюджет,43,7.1,114.0,Информатика и вычислительная техника,"п. Асбест, бул. Дачный, д. 48 стр. 2/9, 292423",8 992 518 10 73
Вениамин Теймуразович Шестаков,2024,Платная,56,5.3,109.0,Экономика,"клх Братск, алл. Беляева, д. 957 стр. 681, 152050",+7 777 043 5190
Флорентин Федотович Абрамов,2023,Бюджет,43,6.6,109.0,Журналистика,"с. Октябрьский (Башк.), бул. Ростовский, д. 386, 021967",8 401 792 6916
Будимир Зиновьевич Кулаков,2021,Платная,43,7.7,120.0,Строительство,"клх Кондопога, пер. Магистральный, д. 549, 241516",+7 (523) 692-2246
Зинаида Федоровна Громова,2022,Платная,12,8.3,95.0,Экономика,"с. Касимов, алл. Солнечная, д. 5/2 стр. 6, 676350",8 560 913 6229
Соловьева Маргарита Григорьевна,2024,Бюджет,57,7.8,135.0,Юриспруденция,"г. Рубцовск, наб. Волочаевская, д. 37 стр. 97, 693204",81288286266
Лукин Симон Теймуразович,2024,Бюджет,37,8.0,117.0,Юриспруденция,"п. Яшкуль, ул. Сахалинская, д. 274, 891050",89711833501
Мамонтов Януарий Давыдович,2022,Платная,61,7.9,140.0,Менеджмент,"п. Карталы, алл. Жданова, д. 4/3, 046205",+7 (280) 576-5089
Олимпиада Артемовна Горшкова,2023,Целевая,23,7.6,99.0,Менеджмент,"клх Кош-Агач, наб. О.Кошевого, д. 102, 710350",+7 897 846 92 28
Агафонов Арефий Гаврилович,2025,Целевая,52,8.8,140.0,Экономика,"с. Переславль-Залесский, наб. Ростовская, д. 8/7 к. 4, 252539",8 (290) 509-28-23
Марфа Ефимовна Константинова,2025,Целевая,35,7.9,114.0,Менеджмент,"п. Комсомольск-на-Амуре, пр. Краснознаменный, д. 3 стр. 48, 089766",+74708790186
Валентина Филипповна Сысоева,2023,Бюджет,42,7.3,115.0,Экономика,"п. Анадырь, бул. Путевой, д. 2/2 к. 300, 783944",8 (586) 462-3248
Марков Панфил Феоктистович,2022,Бюджет,31,8.7,118.0,Психология,"к. Горячий Ключ, пер. Гончарова, д. 1/8, 287524",+7 675 996 9045
Рыбаков Агап Ильясович,2021,Целевая,62,8.1,143.0,Медицина,"с. Березники, пр. Ветеранов, д. 7/7 к. 19, 126305",8 886 228 6759
Геннадий Егорович Гаврилов,2023,Бюджет,48,9.8,146.0,Юриспруденция,"с. Нефтегорск (Самар.), пер. Шоссейный, д. 7 к. 36, 473944",+7 975 604 0978
Синклитикия Ильинична Ларионова,2024,Целевая,79,8.5,164.0,Журналистика,"клх Ставрополь, ш. Ярославское, д. 823, 337885",83831620024
Крылов Аникей Филатович,2024,Платная,30,7.8,108.0,Менеджмент,"п. Торжок, алл. Первомайская, д. 89 к. 74, 013296",8 (870) 670-91-26
Шестакова Анжелика Павловна,2024,Целевая,69,7.1,140.0,Юриспруденция,"клх Нарым, наб. Боровая, д. 272, 358707",8 276 695 8166
Тарасова Ия Артемовна,2025,Целевая,34,7.0,104.0,Медицина,"п. Дудинка, ш. 50 лет Октября, д. 3, 915829",+7 (531) 171-61-40
Октябрина Васильевна Некрасова,2025,Платная,77,9.4,171.0,Менеджмент,"ст. Яхрома, алл. Шахтерская, д. 7/8, 071948",+7 (088) 181-3352
Логинов Варлаам Афанасьевич,2024,Платная,61,7.2,133.0,Экономика,"клх Азов (Рост.), бул. Труда, д. 7/7 стр. 48, 495238",+7 683 248 09 68
Устинова Елена Николаевна,2023,Бюджет,56,7.0,126.0,Информатика и вычислительная техника,"ст. Уфа, ул. Смирнова, д. 9 стр. 1, 194623",+7 (992) 325-7995
Цветкова София Валентиновна,2023,Целевая,85,6.7,152.0,Строительство,"к. Оленек, пр. Некрасова, д. 8/8 к. 8, 751891",+7 388 012 2924
Назаров Андрон Андреевич,2024,Целевая,66,6.8,134.0,Дизайн,"с. Кимры, ул. 50 лет Октября, д. 21 стр. 6/1, 142246",8 701 033 4739
Гришин Василий Евстигнеевич,2022,Бюджет,44,8.5,129.0,Менеджмент,"клх Дербент, бул. Астраханский, д. 489 к. 68, 197006",8 (820) 036-09-40
Шестаков Владлен Данилович,2023,Платная,63,6.5,128.0,Лингвистика,"г. Курганинск, алл. Дальневосточная, д. 5/1 к. 2, 611944",8 222 744 2525
Алевтина Артемовна Смирнова,2022,Целевая,37,6.4,101.0,Психология,"клх Краснокамск, пер. Троицкий, д. 3 стр. 825, 731231",8 (068) 814-00-64
Валерия Андреевна Устинова,2022,Целевая,23,8.1,104.0,Юриспруденция,"к. Невинномысск, пер. Комсомольский, д. 1/1 стр. 49, 692464",+7 (676) 938-6893
Олимпиада Дмитриевна Фокина,2024,Платная,56,6.0,116.0,Информатика и вычислительная техника,"д. Юрьевец (Иван.), бул. Громова, д. 19 к. 1, 950185",8 (864) 348-5569
Тарас Изотович Королев,2022,Платная,58,6.7,125.0,Дизайн,"п. Кизел, ш. Каштановое, д. 7/9 к. 74, 748818",+75323427436
Анжелика Ниловна Белозерова,2022,Бюджет,48,8.6,134.0,Психология,"ст. Соликамск, ул. Матросова, д. 79, 407802",8 253 364 21 93
Пелагея Александровна Лыткина,2024,Бюджет,78,8.1,159.0,Экономика,"клх Сасово, пер. Волжский, д. 833, 752517",+7 553 937 6387
Ульяна Алексеевна Федорова,2021,Бюджет,41,5.4,95.0,Психология,"ст. Октябрьский (Башк.), пер. Томский, д. 65 к. 5/9, 537627",89422109485
Лихачев Гремислав Артёмович,2025,Платная,67,7.7,144.0,Дизайн,"ст. Псков, бул. Выгонный, д. 1 стр. 50, 366401",+7 (587) 448-4634
Филарет Харлампович Силин,2022,Бюджет,56,8.9,145.0,Медицина,"д. Славянск-на-Кубани, пр. Короленко, д. 7 к. 61, 500076",+7 (771) 268-22-23
Нестор Дорофеевич Зимин,2023,Бюджет,85,7.8,163.0,Строительство,"г. Вытегра, бул. Цветочный, д. 99 стр. 5/3, 654918",8 (115) 252-27-91
Никон Тарасович Фролов,2024,Целевая,56,7.6,132.0,Менеджмент,"п. Кашхатау, наб. Зеленая, д. 96, 821750",+7 (759) 602-3484
Ирина Леонидовна Васильева,2021,Целевая,65,9.2,157.0,Юриспруденция,"п. Шумиха, пр. Казачий, д. 91 к. 8/3, 736649",+7 (280) 260-42-36
Богданова Клавдия Владимировна,2025,Бюджет,43,6.1,104.0,Психология,"п. Ижевск, алл. Запрудная, д. 70 стр. 2/9, 308309",+7 561 819 84 68
Морозов Конон Терентьевич,2023,Бюджет,50,6.8,118.0,Лингвистика,"клх Серов, алл. Маркса Карла, д. 401, 256156",+7 963 562 2472
Данила Бенедиктович Исаев,2021,Целевая,59,6.9,128.0,Медицина,"к. Кострома, ул. Красноярская, д. 14 к. 66, 299957",+7 933 003 2578
Соловьев Демьян Анисимович,2022,Бюджет,48,6.7,115.0,Менеджмент,"к. Моздок, бул. Славянский, д. 2/7 к. 75, 352538",+7 784 758 7462
Мясников Симон Афанасьевич,2024,Платная,68,7.8,146.0,Журналистика,"п. Териберка, пер. Никитина, д. 1/1 стр. 874, 888510",+7 (601) 365-30-80
Шилова Анжела Тимуровна,2023,Платная,40,7.4,114.0,Строительство,"д. Поярково, пер. Минина, д. 76 стр. 2, 151957",+7 (376) 842-2644
Зоя Анатольевна Ермакова,2023,Бюджет,77,7.5,152.0,Менеджмент,"г. Ельня, ул. Димитрова, д. 7/4 к. 8, 473118",8 196 431 78 49
Виктория Эдуардовна Николаева,2025,Платная,29,7.4,103.0,Менеджмент,"клх Кизел, пер. Шахтерский, д. 18 стр. 33, 211850",+7 (860) 218-13-25
Тимофеева Анжела Владимировна,2023,Бюджет,93,6.6,159.0,Дизайн,"д. Североморск, наб. Ставропольская, д. 1 к. 5/4, 997963",+7 (064) 873-64-82
Твердислав Иларионович Беляков,2024,Целевая,71,6.8,139.0,Дизайн,"п. Минеральные Воды, наб. Беляева, д. 2/2 стр. 868, 085677",+7 048 957 68 61
Станислав Гаврилович Устинов,2021,Платная,67,5.0,117.0,Юриспруденция,"с. Токма, наб. Л.Толстого, д. 404, 269165",8 435 526 03 08
Силин Фотий Захарьевич,2024,Бюджет,50,6.3,113.0,Менеджмент,"к. Саранск, ш. Железнодорожное, д. 2/6, 694002",+7 (876) 878-25-39
Громов Аникей Виленович,2022,Целевая,57,7.1,128.0,Менеджмент,"д. Элиста, бул. Спартака, д. 344, 989578",80934982051
Терентьев Аверьян Дорофеевич,2025,Платная,69,5.9,128.0,Экономика,"с. Глазов, ул. Ленина, д. 98 стр. 9/5, 234750",86797376338
Руслан Андреевич Галкин,2024,Платная,64,8.3,147.0,Медицина,"клх Шумиха, пер. Дзержинского, д. 3/7 стр. 80, 240771",+71168007379
Светозар Викентьевич Громов,2025,Целевая,75,9.4,169.0,Журналистика,"п. Соликамск, пер. Культуры, д. 9/8 к. 7, 073387",+7 449 122 8369
Регина Валериевна Кулагина,2024,Целевая,39,7.9,118.0,Информатика и вычислительная техника,"д. Ачхой Мартан, наб. Верхняя, д. 6/5 стр. 2/3, 439516",89256118701
Дроздов Иннокентий Тимурович,2025,Бюджет,23,6.8,91.0,Журналистика,"к. Анадырь, ул. Станционная, д. 7 к. 233, 813634",8 (203) 951-7705
Ростислав Фомич Князев,2023,Бюджет,50,7.1,121.0,Дизайн,"д. Оленегорск (Якут.), алл. Безымянная, д. 7/8, 051211",84040508544
Григорий Антонович Беспалов,2021,Целевая,29,7.2,101.0,Лингвистика,"г. Сосногорск, пер. Окружной, д. 8, 772978",8 198 729 5681
Викторин Харлампьевич Ситников,2021,Бюджет,44,6.5,109.0,Юриспруденция,"п. Прохладный, пр. Семашко, д. 36, 122554",+7 (430) 657-79-14
Анна Ивановна Боброва,2022,Целевая,55,5.2,107.0,Психология,"г. Ноябрьск, ул. Гастелло, д. 1/6 стр. 76, 571510",8 (017) 789-1751
Лидия Филипповна Романова,2025,Целевая,64,5.3,117.0,Строительство,"д. Меренга, пр. Невского, д. 2 к. 30, 828651",+7 453 910 98 96
Федотова Нина Михайловна,2022,Целевая,48,7.4,122.0,Юриспруденция,"д. Борзя, ш. Почтовое, д. 2, 134876",8 360 457 51 99
Семенова Виктория Львовна,2021,Бюджет,40,7.3,113.0,Журналистика,"с. Королев, ул. Шахтерская, д. 47 стр. 42, 723207",+7 (104) 157-7138
Кира Георгиевна Лукина,2022,Бюджет,39,5.6,95.0,Лингвистика,"с. Туапсе, алл. Васильковая, д. 7 к. 2/3, 756427",+7 305 385 1403
Виктор Ааронович Дмитриев,2025,Целевая,52,6.9,121.0,Лингвистика,"д. Тотьма, пер. Чехова, д. 825, 552462",8 436 752 3740
Фролов Игорь Эдуардович,2021,Платная,34,8.3,117.0,Медицина,"с. Южноуральск, пер. Безымянный, д. 902 к. 2/2, 394538",+7 306 019 56 39
Макаров Родион Витальевич,2022,Целевая,58,6.4,122.0,Медицина,"п. Черусти, ул. Пушкина, д. 42 к. 9, 053866",+74466543230
Гаврилова Ирина Львовна,2024,Бюджет,34,7.6,110.0,Строительство,"г. Белореченск, пр. Победа, д. 9/4 к. 831, 582220",+7 052 288 7417
Дарья Дмитриевна Максимова,2023,Целевая,60,7.1,131.0,Психология,"с. Кедровый, пр. Матросова, д. 7 к. 1/9, 441639",8 096 273 86 49
Анжелика Альбертовна Маркова,2022,Бюджет,55,8.2,137.0,Медицина,"к. Крымск, пер. Культуры, д. 81 стр. 58, 301222",+79157087501
Евлампий Харлампович Медведев,2024,Целевая,51,7.3,124.0,Журналистика,"г. Кяхта, ш. Фабричное, д. 79 к. 6, 586544",8 (243) 030-3261
Ульяна Наумовна Горшкова,2025,Целевая,77,7.2,149.0,Информатика и вычислительная техника,"ст. Великий Устюг, наб. Курганная, д. 52 стр. 20, 326496",82923122354
Ульяна Тимофеевна Белякова,2023,Бюджет,58,7.5,133.0,Информатика и вычислительная техника,"г. Невьянск, наб. Главная, д. 449 стр. 282, 496726",8 873 557 64 08
Евгения Ждановна Жукова,2021,Бюджет,17,6.6,83.0,Информатика и вычислительная техника,"клх Каменск-Уральский, пер. Алтайский, д. 101, 232225",+7 (193) 581-72-44
Валентина Архиповна Лаврентьева,2023,Целевая,58,8.7,145.0,Журналистика,"к. Новгород Великий, наб. Лазо, д. 5 стр. 8/9, 497061",+7 (532) 249-4800
Дементьева Наина Константиновна,2022,Целевая,47,7.4,121.0,Юриспруденция,"п. Устюжна, пер. Победы, д. 83 стр. 172, 028793",8 788 426 36 64
Лариса Кузьминична Юдина,2024,Бюджет,26,7.4,100.0,Строительство,"п. Усинск, пер. Проезжий, д. 4, 619289",+7 (798) 172-5020
Назаров Лучезар Игнатьевич,2021,Бюджет,55,10.0,155.0,Дизайн,"д. Ростов, пр. Парижской Коммуны, д. 149 к. 22, 355222",+7 (664) 664-51-02
Белякова Раиса Эдуардовна,2023,Платная,50,7.2,122.0,Строительство,"с. Серов, ул. Абрикосовая, д. 8/3 стр. 56, 959120",+7 (354) 642-35-87
Котов Карп Алексеевич,2024,Платная,48,8.7,135.0,Информатика и вычислительная техника,"ст. Назрань, пр. Алтайский, д. 4/5 к. 1/9, 866448",+73471301136
Королев Клавдий Аксёнович,2025,Платная,89,7.1,160.0,Лингвистика,"ст. Терней, ш. Строительное, д. 7 стр. 606, 044416",8 258 542 6098
Анжела Мироновна Миронова,2023,Платная,63,5.4,117.0,Экономика,"ст. Тавда, бул. Учительский, д. 6/7, 506341",85762666285
Марина Станиславовна Федотова,2025,Целевая,57,8.8,145.0,Менеджмент,"с. Майкоп, ш. Смоленское, д. 9 к. 79, 952786",+73539677214
Хохлова Таисия Святославовна,2021,Платная,41,9.7,138.0,Информатика и вычислительная техника,"д. Северо-Курильск, ш. Майское, д. 2/1 стр. 5, 450704",8 660 888 92 51
Евдокимов Панкратий Марсович,2024,Бюджет,13,6.4,77.0,Медицина,"п. Вязьма, наб. Рылеева, д. 493 к. 41, 783797",8 823 002 64 87
Федорова Надежда Харитоновна,2024,Бюджет,73,7.9,152.0,Психология,"ст. Снежинск, пр. М.Горького, д. 94 стр. 1/7, 594571",+7 (324) 668-57-09
Лукия Львовна Морозова,2024,Платная,76,7.5,151.0,Строительство,"г. Ардон, бул. Речной, д. 8/3, 981030",8 822 978 2520
Панова Ольга Эльдаровна,2021,Платная,46,7.2,118.0,Медицина,"клх Курильск, ш. Спортивное, д. 2 стр. 59, 853839",8 897 574 65 57
Ия Андреевна Лазарева,2025,Платная,79,7.1,150.0,Медицина,"п. Сочи, алл. Островского, д. 55 стр. 5, 424797",+79653866190
Савина Елизавета Яковлевна,2022,Платная,76,8.0,156.0,Психология,"д. Сортавала, наб. Карбышева, д. 974 стр. 11, 809352",8 (977) 904-7591
Станислав Анатольевич Николаев,2023,Бюджет,51,7.4,125.0,Психология,"д. Каменск-Уральский, наб. Майская, д. 69 стр. 1/4, 454389",+7 833 911 9352
Воронцов Олег Викторович,2025,Целевая,55,7.3,128.0,Юриспруденция,"ст. Тотьма, пр. Средний, д. 94 стр. 2/4, 532494",8 (176) 451-96-06
Мухин Автоном Юлианович,2022,Платная,62,6.4,126.0,Строительство,"д. Чусовой, пер. Тюленина, д. 3/2 к. 5/1, 670658",8 (012) 621-53-03
Капустин Валентин Глебович,2021,Целевая,26,7.7,103.0,Информатика и вычислительная техника,"г. Мезень, алл. Котовского, д. 786 стр. 30, 554339",+7 (163) 790-8742
Киселев Вениамин Матвеевич,2021,Платная,64,6.4,128.0,Психология,"д. Петухово, бул. Красный, д. 2 к. 6, 071886",+7 (478) 773-84-08
Ираида Львовна Силина,2021,Платная,16,6.3,79.0,Менеджмент,"г. Беслан, бул. Депутатский, д. 612, 124326",8 (945) 303-8388
Савин Владислав Алексеевич,2021,Бюджет,55,7.8,133.0,Медицина,"с. Кырен, наб. Поперечная, д. 223 к. 8, 814131",+7 (815) 279-51-42
Владислав Фокич Чернов,2023,Целевая,55,7.2,127.0,Экономика,"п. Благовещенск (Амур.), пер. Водников, д. 109, 026484",8 (575) 141-5538
Светозар Валентинович Емельянов,2023,Целевая,44,7.5,119.0,Психология,"г. Волгодонск, ш. Серова, д. 7/9, 389544",+7 (550) 613-5501
Селезнева Юлия Вадимовна,2023,Платная,52,6.9,121.0,Психология,"г. Кудымкар, ш. Хвойное, д. 80, 683812",+7 508 403 32 22
Кузьмин Трофим Гурьевич,2023,Целевая,29,7.3,102.0,Информатика и вычислительная техника,"п. Соболево, ул. Кольцевая, д. 1, 605231",+78115768675
Александра Матвеевна Рожкова,2022,Бюджет,57,7.7,134.0,Журналистика,"ст. Солнечногорск, бул. Механический, д. 32 стр. 813, 314086",8 (452) 851-29-41
Ираклий Игоревич Никитин,2025,Платная,99,6.9,168.0,Менеджмент,"ст. Оса, пр. Окружной, д. 526 стр. 963, 619085",+7 566 737 9302
тов. Федосеев Вячеслав Андреевич,2023,Платная,74,6.7,141.0,Экономика,"клх Карачаевск, алл. Халтурина, д. 49 к. 6, 210699",+7 144 527 89 61
Блохина Наталья Кирилловна,2025,Бюджет,47,8.2,129.0,Информатика и вычислительная техника,"ст. Грозный, наб. Ключевая, д. 301 стр. 2, 851233",8 (911) 627-2926
Таисия Михайловна Веселова,2022,Платная,30,7.6,106.0,Менеджмент,"ст. Сухиничи, ул. Розы Люксембург, д. 609 к. 3, 342010",+7 (962) 137-27-05
Рогов Харитон Богданович,2023,Бюджет,30,6.9,99.0,Медицина,"п. Кузнецк, пр. 50 лет ВЛКСМ, д. 90, 617932",8 361 931 4773
Миронова Эмилия Кузьминична,2022,Целевая,43,7.0,113.0,Экономика,"г. Троицк (Челяб.), ш. Торговое, д. 22, 722642",8 851 592 9795
Титова Дарья Сергеевна,2021,Бюджет,28,7.0,98.0,Юриспруденция,"к. Азов (Рост.), пер. Береговой, д. 43 стр. 8/9, 131725",+7 (599) 286-4241
Щербакова Фаина Львовна,2024,Платная,68,5.4,122.0,Строительство,"к. Энгельс, наб. Космодемьянской, д. 7/2 стр. 6/6, 386121",8 896 652 8170
Федоров Максимильян Фомич,2022,Бюджет,61,6.9,130.0,Медицина,"д. Набережные Челны, пер. Терешковой, д. 3/1 стр. 472, 548520",+76283262224
Жукова Василиса Афанасьевна,2021,Целевая,48,7.0,118.0,Дизайн,"к. Чикола, бул. Кирпичный, д. 88 стр. 148, 863594",89300929549
Селиван Терентьевич Щербаков,2021,Платная,49,7.0,119.0,Информатика и вычислительная техника,"с. Славянск-на-Кубани, бул. Кузнецова, д. 806 стр. 72, 489927",8 617 553 72 14
Филиппова Любовь Афанасьевна,2021,Платная,56,7.1,127.0,Медицина,"д. Гатчина, наб. Покровская, д. 902 стр. 48, 809758",+7 751 614 5623
Федоров Евгений Иларионович,2021,Целевая,37,7.4,111.0,Дизайн,"д. Курчатов, ш. Тельмана, д. 31, 276319",8 (586) 242-69-03
Самуил Владиславович Русаков,2025,Бюджет,71,6.9,140.0,Юриспруденция,"п. Кашира, пер. Блюхера, д. 48 стр. 3/9, 453775",8 138 334 65 99
Исакова Евгения Мироновна,2022,Бюджет,55,7.2,127.0,Менеджмент,"к. Братск, пр. Клары Цеткин, д. 934 стр. 4, 518779",+79120097592
Валерий Гавриилович Федосеев,2024,Целевая,64,8.6,150.0,Менеджмент,"с. Кировск (Ленин.), наб. Кузнецкая, д. 6, 490174",8 (274) 637-5750
г-н Панфилов Анатолий Геннадиевич,2024,Платная,31,8.1,112.0,Строительство,"с. Быково (метеост.), пр. Ломоносова, д. 488, 046407",+7 735 285 34 51
Никодим Адрианович Беспалов,2025,Целевая,37,7.6,113.0,Менеджмент,"г. Вендинга, ш. Карбышева, д. 37, 663556",+7 499 802 58 82
Анна Михайловна Третьякова,2024,Бюджет,45,8.2,127.0,Психология,"с. Урус-Мартан, пер. Пионерский, д. 93, 925441",8 024 454 52 37
Ираклий Владиславович Брагин,2023,Бюджет,48,6.2,110.0,Психология,"ст. Омск, наб. Надежды, д. 29 стр. 62, 447803",8 439 243 60 52
Кира Вадимовна Фомина,2025,Платная,45,9.0,135.0,Психология,"с. Уренгой, ш. Октября, д. 61 стр. 80, 188488",8 826 569 96 32
Гущина Агата Яковлевна,2021,Платная,100,9.2,192.0,Журналистика,"ст. Чайковский, пр. Рыбацкий, д. 1 стр. 6, 375192",8 591 674 54 42
Егорова Алина Владиславовна,2022,Платная,77,8.9,166.0,Экономика,"п. Ведено, ул. Физкультурная, д. 80, 033292",8 514 737 98 64
Никифорова Элеонора Рубеновна,2022,Целевая,49,8.1,130.0,Юриспруденция,"ст. Игнашино, алл. Цветочная, д. 2 стр. 6, 772174",8 426 228 2993
Моисеева Людмила Леоновна,2023,Целевая,95,6.5,160.0,Информатика и вычислительная техника,"г. Шатура, алл. Полтавская, д. 2/4 стр. 8/1, 612677",+7 (698) 945-85-07
Белякова Тамара Владиславовна,2024,Бюджет,44,6.2,106.0,Журналистика,"п. Благовещенск (Амур.), наб. Воронежская, д. 2/1, 902437",+7 (871) 928-08-41
Панфилова Глафира Алексеевна,2025,Платная,64,6.5,129.0,Информатика и вычислительная техника,"с. Серов, ул. Чайковского, д. 5/6, 770269",+7 (394) 735-91-85
Баранов Андроник Артемьевич,2024,Бюджет,63,7.6,139.0,Журналистика,"ст. Белокуриха, алл. Прудная, д. 31, 733778",8 117 839 75 83
Кулаков Феликс Виленович,2022,Бюджет,63,5.2,115.0,Информатика и вычислительная техника,"д. Барнаул, ш. Болотное, д. 53, 834452",+7 435 631 8727
Сазонова Клавдия Натановна,2025,Бюджет,96,8.5,181.0,Дизайн,"ст. Алагир, пер. Аэродромный, д. 504 к. 516, 869354",+7 (124) 122-75-35
Ершова Майя Даниловна,2025,Платная,44,7.9,123.0,Информатика и вычислительная техника,"к. Мелеуз, бул. Локомотивный, д. 8 к. 4/4, 208383",8 247 931 68 67
Евсеева Майя Борисовна,2022,Платная,68,6.5,133.0,Менеджмент,"клх Качканар, ш. Азина, д. 8 к. 356, 225290",+79356288734
Мина Гавриилович Виноградов,2021,Целевая,45,7.3,118.0,Менеджмент,"п. Псков, ш. 60 лет Октября, д. 775 стр. 65, 398924",+7 (825) 124-08-34
Ираида Антоновна Соболева,2025,Бюджет,60,9.3,153.0,Журналистика,"п. Шарья, ш. Комсомольское, д. 20, 521152",8 040 056 47 66
Жанна Вадимовна Петрова,2022,Бюджет,70,8.0,150.0,Юриспруденция,"с. Хоста, ул. Нижняя, д. 53 стр. 94, 999720",8 556 252 67 25
Лука Виленович Стрелков,2021,Бюджет,47,6.7,114.0,Психология,"клх Бугульма, пр. Толстого, д. 9 к. 732, 169497",+7 861 772 4078
Нина Дмитриевна Одинцова,2024,Целевая,40,7.4,114.0,Юриспруденция,"п. Сальск, ул. Азовская, д. 51, 777145",8 (621) 972-12-65
Соболева Марина Харитоновна,2025,Целевая,55,8.3,138.0,Психология,"к. Яшкуль, бул. Юбилейный, д. 48 к. 36, 923016",+76737880029
Шарова Клавдия Никифоровна,2022,Платная,44,8.1,125.0,Медицина,"г. Каспийск, наб. О.Кошевого, д. 3/3, 040553",+7 559 537 6033
Тарасова Елена Матвеевна,2024,Целевая,32,6.1,93.0,Экономика,"клх Чулым, пр. Сахалинский, д. 7, 806014",82475409117
Николаев Марк Валерьевич,2021,Бюджет,37,9.5,132.0,Журналистика,"ст. Калязин, пр. Горького, д. 17, 214495",88811528941
Варвара Степановна Щукина,2022,Целевая,52,7.3,125.0,Экономика,"клх Тырныауз, бул. Щетинкина, д. 91 стр. 522, 919768",+7 (017) 110-80-72
Филипп Федосеевич Борисов,2024,Платная,32,6.0,92.0,Строительство,"г. Киржач, ш. Правды, д. 5, 138927",8 (556) 703-9455
Маркова Валерия Кирилловна,2024,Платная,75,7.0,145.0,Дизайн,"клх Балашов, бул. Радужный, д. 9/1 к. 4/4, 366086",8 623 894 66 69
Пров Васильевич Гущин,2022,Бюджет,51,7.8,129.0,Информатика и вычислительная техника,"д. Махачкала, пер. Кубанский, д. 9, 340101",+7 975 978 7660
Авдей Валерьевич Исаков,2022,Целевая,44,7.0,114.0,Информатика и вычислительная техника,"к. Екатеринбург, ул. Щербакова, д. 930 к. 6, 570659",+7 091 370 67 24
Осипов Гостомысл Харитонович,2023,Целевая,71,6.4,135.0,Юриспруденция,"клх Мезень, алл. Ульяновская, д. 1/9, 824137",+7 166 433 6353
Евпраксия Афанасьевна Носкова,2021,Платная,69,7.3,142.0,Психология,"г. Верхоянск, ул. 8 Марта, д. 3/9 к. 40, 868211",8 (156) 804-66-73
Аполлон Захарьевич Соколов,2022,Целевая,48,5.5,103.0,Дизайн,"д. Печенга, бул. Главный, д. 763 стр. 728, 060100",8 146 517 53 94
Гордеев Милен Глебович,2022,Бюджет,38,7.1,109.0,Строительство,"г. Кашира, пр. Советской Армии, д. 5/7 к. 481, 152664",8 304 642 57 19
Иванна Матвеевна Абрамова,2021,Бюджет,49,8.5,134.0,Экономика,"п. Усть-Кут, ш. Орджоникидзе, д. 5/4 стр. 9/7, 021370",82696962289
Шестакова Любовь Ждановна,2024,Целевая,54,5.0,104.0,Дизайн,"д. Балтийск, ул. Надежды, д. 7 стр. 645, 827036",8 869 170 37 93
Рожкова Ия Олеговна,2024,Бюджет,48,7.2,120.0,Психология,"п. Павловский Посад, бул. Щербакова, д. 904, 728210",+7 (107) 079-66-99
Ратибор Измаилович Евдокимов,2022,Платная,77,7.7,154.0,Журналистика,"с. Чита, алл. 70 лет Октября, д. 6, 762699",8 (544) 100-64-77
Севастьян Фёдорович Алексеев,2024,Платная,43,6.8,111.0,Лингвистика,"п. Верхоянск, алл. Жуковского, д. 1/1 к. 7/8, 362087",+7 (168) 169-09-80
Антонина Львовна Соболева,2022,Бюджет,53,7.6,129.0,Менеджмент,"ст. Павловская, пер. Красноярский, д. 531 стр. 16, 285747",8 564 031 30 77
Вацлав Ильясович Михайлов,2021,Целевая,42,7.2,114.0,Информатика и вычислительная техника,"клх Новосибирск, бул. Жукова, д. 941 стр. 53, 185662",+79094137878
Феврония Эльдаровна Иванова,2024,Целевая,45,7.7,122.0,Менеджмент,"г. Александровск, пр. 9 Января, д. 9 стр. 3, 724321",8 (097) 766-3586
Смирнов Филимон Иосипович,2022,Платная,47,9.2,139.0,Менеджмент,"п. Туапсе, бул. Социалистический, д. 26 стр. 6, 139702",8 (488) 571-71-17
Марфа Евгеньевна Зыкова,2021,Платная,39,8.1,120.0,Экономика,"д. Сыктывкар, бул. Пушкинский, д. 3/9, 791347",8 777 468 62 31
Лукия Дмитриевна Виноградова,2021,Целевая,48,7.4,122.0,Строительство,"д. Саранск, ш. Циолковского, д. 44 стр. 717, 563376",86437936323
Блинов Варлаам Гордеевич,2024,Целевая,72,7.9,151.0,Менеджмент,"клх Тайшет, бул. Западный, д. 1/5 к. 97, 326980",+7 (637) 286-66-82
Роман Яковлевич Гуляев,2021,Бюджет,51,6.9,120.0,Строительство,"д. Бреды, бул. Тополиный, д. 1, 774278",8 204 485 90 57
Синклитикия Дмитриевна Константинова,2025,Бюджет,53,9.0,143.0,Психология,"к. Бугуруслан, ул. Ярославская, д. 658 к. 7, 824653",+7 (325) 484-93-41
Бурова Евфросиния Макаровна,2023,Платная,72,7.5,147.0,Лингвистика,"п. Мирный, пр. Ольховый, д. 80, 499293",+7 (613) 305-8983
Мясникова Лидия Николаевна,2023,Бюджет,68,9.4,162.0,Психология,"с. Пермь, ул. Балтийская, д. 469, 889439",8 (451) 819-70-64
Маргарита Афанасьевна Костина,2022,Платная,59,8.9,148.0,Медицина,"с. Северобайкальск, наб. Проточная, д. 34 стр. 4, 378379",8 (882) 921-11-35
